Passenger_ID,Airline,Origin,Destination,Flight_Date,Age,Class,Travel_Type,Booking_Channel,Payment_Method,Flight_Duration_Min,Distance_KM,Flight_Status,Delay_Minutes,Baggage_Count,Meal_Ordered,Rating,Ticket_Fare,Satisfaction
PNR00325,Air India,Mumbai,Bangalore,2025-04-27,35.0,Economy,Personal,Website,Net Banking,149,955,On Time,0.0,3,Yes,2.0,4511.29,Dissatisfied
PNR00326,Vistara,Hyderabad,Mumbai,2025-12-03,24.0,Economy,Business,Travel Agent,Credit Card,170,874,On Time,0.0,0,Yes,5.0,5346.72,Satisfied
PNR00327,Indigo,Bangalore,Mumbai,2025-09-21,45.0,Business,Business,Website,Debit Card,152,1498,On Time,0.0,3,No,5.0,47060.46,Satisfied
PNR00328,Air India Express,Bangalore,Mumbai,2025-04-05,36.0,Premium Economy,Personal,Website,Net Banking,165,1344,Delayed,72.0,3,Yes,2.0,5210.54,Dissatisfied
PNR00329,Air India Express,Mumbai,Bangalore,2024-02-03,40.0,Economy,Business,Airport Counter,Net Banking,200,1750,On Time,0.0,0,Yes,3.0,23563.41,Neutral
PNR00330,Air India Express,Delhi,Kolkata,2024-01-09,37.0,Economy,Business,Travel Agent,UPI,91,687,On Time,0.0,1,Yes,4.0,5139.96,Satisfied
PNR00332,Vistara,Bangalore,Mumbai,2024-05-09,27.0,Economy,Business,Mobile App,Net Banking,119,443,Delayed,128.0,0,No,2.0,19517.02,Dissatisfied
PNR00333,Air India Express,Mumbai,Delhi,2024-12-13,50.0,Economy,Personal,Website,Net Banking,124,858,On Time,0.0,2,Yes,2.0,24399.76,Dissatisfied
PNR00334,Spicejet,Mumbai,Bangalore,2024-07-13,29.0,Business,Personal,Website,Debit Card,86,1180,On Time,0.0,1,Yes,5.0,31647.9,Satisfied
PNR00335,Indigo,Hyderabad,Mumbai,2024-12-26,50.0,Economy,Personal,Website,Credit Card,177,853,Delayed,116.0,2,No,2.0,8462.2,Dissatisfied
PNR00336,Air India,Delhi,Mumbai,2025-02-27,29.0,Economy,Personal,Travel Agent,Net Banking,132,887,On Time,0.0,3,No,3.0,20314.72,Neutral
PNR00337,Akasa Air,Delhi,Mumbai,2025-07-22,48.0,Economy,Personal,Mobile App,Credit Card,137,1517,On Time,0.0,0,Yes,5.0,22029.64,Satisfied
PNR00338,Akasa Air,Delhi,Mumbai,2024-05-29,29.0,Premium Economy,Personal,Airport Counter,Net Banking,95,1743,Delayed,170.0,0,No,2.0,25666.62,Dissatisfied
PNR00339,Spicejet,Delhi,Bangalore,2025-10-22,21.0,Economy,Business,Travel Agent,Credit Card,163,1785,On Time,0.0,1,Yes,4.0,32538.26,Satisfied
PNR00340,Akasa Air,Delhi,Mumbai,2024-04-18,22.0,Economy,Business,Website,UPI,86,671,On Time,0.0,2,Yes,4.0,10770.64,Satisfied
PNR00341,Akasa Air,Mumbai,Hyderabad,2024-09-07,49.0,Economy,Personal,Mobile App,Debit Card,94,1524,On Time,0.0,3,Yes,1.0,12734.85,Dissatisfied
PNR00342,Vistara,Mumbai,Hyderabad,2025-07-19,64.0,Business,Personal,Mobile App,Credit Card,147,353,On Time,0.0,0,Yes,1.0,33108.59,Dissatisfied
PNR00343,Air India Express,Bangalore,Delhi,2024-01-29,25.0,Economy,Personal,Travel Agent,Net Banking,171,1246,On Time,0.0,0,Yes,4.0,16342.98,Satisfied
PNR00344,Vistara,Bangalore,Delhi,2025-11-15,44.0,Premium Economy,Personal,Website,UPI,230,952,On Time,0.0,1,Yes,4.0,24490.99,Satisfied
PNR00345,Indigo,Mumbai,Bangalore,2024-10-25,43.0,Premium Economy,Personal,Travel Agent,UPI,136,1223,On Time,0.0,2,Yes,3.0,27873.19,Neutral
PNR00346,Vistara,Bangalore,Delhi,2025-03-02,51.0,Economy,Personal,Travel Agent,Net Banking,78,1771,Delayed,81.0,2,Yes,3.0,32001.4,Neutral
PNR00347,Air India Express,Delhi,Kolkata,2025-10-27,29.0,Economy,Personal,Website,Net Banking,161,951,Delayed,22.0,0,No,1.0,33912.79,Dissatisfied
PNR00348,Air India Express,Mumbai,Delhi,2024-12-31,24.0,Economy,Personal,Travel Agent,Debit Card,181,822,On Time,0.0,2,Yes,1.0,4516.19,Dissatisfied
PNR00349,Vistara,Mumbai,Delhi,2024-11-29,53.0,Economy,Business,Website,Net Banking,94,1097,On Time,0.0,2,No,1.0,15981.83,Dissatisfied
PNR00350,Indigo,Delhi,Bangalore,2024-11-15,55.0,Business,Personal,Airport Counter,Credit Card,146,516,On Time,0.0,0,No,5.0,11005.71,Satisfied
PNR00351,Vistara,Bangalore,Mumbai,2025-05-27,50.0,Economy,Personal,Website,UPI,221,1212,On Time,0.0,0,Yes,5.0,10763.49,Satisfied
PNR00352,Air India Express,Delhi,Mumbai,2024-10-09,60.0,Economy,Business,Website,UPI,91,676,Delayed,40.0,3,No,2.0,17772.25,Dissatisfied
PNR00353,Air India,Bangalore,Mumbai,2025-10-31,47.0,Premium Economy,Personal,Mobile App,Debit Card,81,1526,On Time,0.0,2,No,2.0,41522.23,Dissatisfied
PNR00354,Indigo,Bangalore,Delhi,2024-02-13,23.0,Economy,Business,Airport Counter,Debit Card,211,897,On Time,0.0,0,Yes,4.0,33392.32,Satisfied
PNR00355,Vistara,Mumbai,Hyderabad,2024-09-02,26.0,Premium Economy,Business,Website,UPI,208,1143,On Time,0.0,2,Yes,2.0,26378.98,Dissatisfied
PNR00356,Vistara,Delhi,Mumbai,2025-02-25,61.0,Economy,Business,Travel Agent,Net Banking,224,1509,On Time,0.0,3,Yes,5.0,4713.54,Satisfied
PNR00357,Indigo,Bangalore,Delhi,2024-01-25,59.0,Business,Business,Mobile App,UPI,144,443,On Time,0.0,0,Yes,5.0,39855.02,Satisfied
PNR00358,Indigo,Delhi,Bangalore,2025-03-18,49.0,Premium Economy,Business,Mobile App,UPI,133,1574,On Time,0.0,1,Yes,3.0,4994.86,Neutral
PNR00359,Akasa Air,Mumbai,Bangalore,2025-06-03,20.0,Economy,Business,Website,Net Banking,181,639,On Time,0.0,0,No,1.0,20630.89,Dissatisfied
PNR00360,Spicejet,Delhi,Bangalore,2024-01-15,24.0,Economy,Business,Mobile App,Credit Card,130,525,On Time,0.0,3,No,1.0,5008.59,Dissatisfied
PNR00361,Air India Express,Delhi,Kolkata,2025-11-30,34.0,Premium Economy,Business,Website,Debit Card,213,1691,On Time,0.0,2,Yes,5.0,6554.48,Satisfied
PNR00362,Air India Express,Delhi,Mumbai,2024-06-27,45.0,Premium Economy,Business,Travel Agent,Net Banking,115,1478,On Time,0.0,1,No,3.0,40744.31,Neutral
PNR00363,Akasa Air,Hyderabad,Mumbai,2025-05-01,65.0,Economy,Business,Website,UPI,153,728,On Time,0.0,1,No,2.0,13289.56,Dissatisfied
PNR00364,Air India Express,Delhi,Mumbai,2025-03-14,64.0,Economy,Personal,Airport Counter,Credit Card,206,334,On Time,0.0,0,No,3.0,34292.17,Neutral
PNR00365,Akasa Air,Mumbai,Bangalore,2024-03-16,35.0,Economy,Business,Website,Debit Card,151,998,On Time,0.0,1,No,3.0,17438.45,Neutral
PNR00366,Akasa Air,Mumbai,Hyderabad,2025-06-11,39.0,Economy,Business,Website,UPI,87,718,On Time,0.0,1,No,1.0,15795.27,Dissatisfied
PNR00367,Akasa Air,Mumbai,Hyderabad,2024-12-17,40.0,Economy,Business,Travel Agent,UPI,217,790,On Time,0.0,0,Yes,3.0,29393.71,Neutral
PNR00368,Vistara,Kolkata,Delhi,2024-02-19,24.0,Premium Economy,Business,Travel Agent,Credit Card,235,639,Delayed,99.0,3,No,5.0,20181.03,Satisfied
PNR00369,Air India Express,Delhi,Bangalore,2025-02-04,45.0,Economy,Business,Mobile App,UPI,87,1236,On Time,0.0,1,Yes,3.0,21506.9,Neutral
PNR00370,Vistara,Mumbai,Hyderabad,2024-08-12,52.0,Premium Economy,Business,Website,UPI,211,445,Delayed,162.0,0,No,3.0,25935.65,Neutral
PNR00371,Indigo,Mumbai,Bangalore,2025-12-23,40.0,Economy,Business,Website,Credit Card,84,827,On Time,0.0,3,No,2.0,12458.5,Dissatisfied
PNR00372,Spicejet,Bangalore,Delhi,2025-09-25,38.0,Economy,Business,Website,Debit Card,129,1172,Delayed,27.0,3,Yes,5.0,28885.65,Satisfied
PNR00373,Air India Express,Hyderabad,Mumbai,2025-09-12,26.0,Business,Business,Website,Net Banking,196,453,Delayed,14.0,3,No,2.0,52240.62,Dissatisfied
PNR00374,Air India Express,Kolkata,Delhi,2024-11-25,62.0,Business,Business,Website,Credit Card,154,916,On Time,0.0,2,Yes,5.0,5940.15,Satisfied
PNR00375,Air India Express,Hyderabad,Mumbai,2024-09-24,30.0,Business,Business,Mobile App,Debit Card,96,1397,On Time,0.0,2,No,5.0,59170.82,Satisfied
PNR00376,Akasa Air,Kolkata,Delhi,2024-03-29,22.0,Economy,Business,Website,Credit Card,90,1757,Delayed,112.0,3,Yes,3.0,12646.17,Neutral
PNR00377,Indigo,Bangalore,Delhi,2024-07-10,37.0,Economy,Business,Mobile App,Debit Card,128,1278,Delayed,114.0,3,No,4.0,31652.35,Satisfied
PNR00378,Akasa Air,Mumbai,Delhi,2025-09-03,36.0,Premium Economy,Personal,Website,UPI,66,766,On Time,0.0,3,No,3.0,37144.06,Neutral
PNR00379,Spicejet,Mumbai,Hyderabad,2025-06-05,44.0,Economy,Personal,Airport Counter,Credit Card,93,847,On Time,0.0,2,No,3.0,19093.54,Neutral
PNR00380,Vistara,Delhi,Mumbai,2024-03-15,45.0,Economy,Personal,Website,Net Banking,225,1512,On Time,0.0,2,No,4.0,11906.83,Satisfied
PNR00381,Akasa Air,Mumbai,Hyderabad,2025-09-12,26.0,Premium Economy,Personal,Website,UPI,188,968,On Time,0.0,0,Yes,3.0,40419.42,Neutral
PNR00382,Akasa Air,Mumbai,Hyderabad,2024-03-27,61.0,Premium Economy,Business,Website,Net Banking,100,1446,On Time,0.0,2,No,3.0,33929.46,Neutral
PNR00383,Vistara,Bangalore,Mumbai,2025-03-21,64.0,Economy,Personal,Airport Counter,UPI,158,415,Delayed,33.0,3,Yes,2.0,12454.78,Dissatisfied
PNR00384,Indigo,Bangalore,Delhi,2024-09-27,44.0,Economy,Personal,Mobile App,Credit Card,109,1103,On Time,0.0,3,No,5.0,7025.76,Satisfied
PNR00385,Akasa Air,Bangalore,Mumbai,2024-01-01,30.0,Economy,Business,Website,Debit Card,93,1769,On Time,0.0,0,Yes,5.0,16015.49,Satisfied
PNR00386,Akasa Air,Hyderabad,Mumbai,2024-11-05,44.0,Economy,Personal,Mobile App,Net Banking,189,1532,On Time,0.0,0,No,5.0,29158.23,Satisfied
PNR00387,Indigo,Mumbai,Delhi,2024-09-29,60.0,Economy,Personal,Travel Agent,Debit Card,139,741,On Time,0.0,2,No,5.0,32422.47,Satisfied
PNR00388,Vistara,Delhi,Kolkata,2025-05-02,54.0,Economy,Business,Website,Debit Card,229,564,On Time,0.0,1,No,1.0,26030.95,Dissatisfied
PNR00389,Air India,Mumbai,Delhi,2024-08-03,18.0,Economy,Business,Travel Agent,Credit Card,191,1583,Delayed,114.0,2,Yes,2.0,4249.49,Dissatisfied
PNR00390,Indigo,Hyderabad,Mumbai,2025-03-15,30.0,Economy,Business,Travel Agent,Debit Card,77,993,Delayed,155.0,2,No,2.0,19886.42,Dissatisfied
PNR00391,Air India Express,Mumbai,Bangalore,2024-09-04,24.0,Economy,Personal,Airport Counter,Credit Card,205,1619,Delayed,116.0,0,No,1.0,2726.92,Dissatisfied
PNR00392,Air India Express,Kolkata,Delhi,2024-05-07,23.0,Economy,Business,Website,Net Banking,79,1734,On Time,0.0,2,Yes,1.0,11969.23,Dissatisfied
PNR00393,Vistara,Bangalore,Delhi,2024-07-30,28.0,Premium Economy,Business,Travel Agent,Debit Card,185,1736,On Time,0.0,2,No,1.0,35928.28,Dissatisfied
PNR00394,Akasa Air,Mumbai,Bangalore,2025-07-22,36.0,Economy,Personal,Mobile App,Credit Card,231,1437,On Time,0.0,0,Yes,5.0,7017.57,Satisfied
PNR00395,Vistara,Bangalore,Delhi,2025-06-21,57.0,Premium Economy,Personal,Airport Counter,Credit Card,139,1287,Delayed,144.0,3,No,4.0,14269.77,Satisfied
PNR00396,Akasa Air,Bangalore,Mumbai,2025-08-12,31.0,Economy,Personal,Website,Credit Card,75,626,On Time,0.0,1,No,1.0,23479.87,Dissatisfied
PNR00397,Akasa Air,Delhi,Bangalore,2024-07-29,23.0,Economy,Business,Website,UPI,205,1201,On Time,0.0,2,Yes,4.0,8320.59,Satisfied
PNR00398,Vistara,Delhi,Kolkata,2024-05-09,22.0,Business,Business,Travel Agent,Debit Card,114,1147,Delayed,76.0,2,No,1.0,59376.75,Dissatisfied
PNR00399,Vistara,Kolkata,Delhi,2024-10-13,49.0,Economy,Business,Website,Net Banking,141,1366,Delayed,19.0,2,No,4.0,20437.93,Satisfied
PNR00400,Air India Express,Mumbai,Delhi,2024-03-14,41.0,Premium Economy,Personal,Airport Counter,Net Banking,174,1514,On Time,0.0,2,No,4.0,10959.42,Satisfied
PNR00401,Akasa Air,Delhi,Mumbai,2025-09-30,19.0,Business,Business,Travel Agent,Debit Card,95,413,On Time,0.0,1,Yes,2.0,46929.29,Dissatisfied
PNR00402,Vistara,Delhi,Bangalore,2024-02-10,55.0,Economy,Business,Website,Credit Card,232,643,Delayed,105.0,0,Yes,1.0,13642.27,Dissatisfied
PNR00403,Air India,Delhi,Bangalore,2024-04-03,65.0,Premium Economy,Business,Airport Counter,Net Banking,227,1253,On Time,0.0,0,Yes,4.0,38743.08,Satisfied
PNR00404,Indigo,Mumbai,Delhi,2024-01-14,26.0,Economy,Personal,Travel Agent,Net Banking,236,456,On Time,0.0,3,Yes,3.0,17613.68,Neutral
PNR00405,Spicejet,Mumbai,Hyderabad,2025-06-21,36.0,Economy,Personal,Travel Agent,UPI,213,453,On Time,0.0,1,No,4.0,27270.67,Satisfied
PNR00406,Air India,Hyderabad,Mumbai,2024-02-18,20.0,Economy,Personal,Airport Counter,UPI,114,965,On Time,0.0,3,No,5.0,26706.81,Satisfied
PNR00407,Air India,Mumbai,Delhi,2024-09-22,42.0,Economy,Personal,Mobile App,Debit Card,177,763,On Time,0.0,3,No,3.0,6167.4,Neutral
PNR00408,Akasa Air,Mumbai,Hyderabad,2025-06-21,50.0,Economy,Business,Mobile App,Debit Card,180,600,Cancelled,,1,No,1.0,31683.54,Dissatisfied
PNR00409,Air India Express,Mumbai,Delhi,2025-08-12,30.0,Premium Economy,Business,Mobile App,Net Banking,185,909,On Time,0.0,0,Yes,5.0,28869.12,Satisfied
PNR00410,Akasa Air,Delhi,Mumbai,2024-10-02,37.0,Economy,Personal,Airport Counter,Debit Card,105,1198,On Time,0.0,1,No,5.0,31665.41,Satisfied
PNR00411,Akasa Air,Delhi,Mumbai,2024-06-28,29.0,Economy,Business,Mobile App,Net Banking,182,1569,On Time,0.0,3,No,3.0,5238.59,Neutral
PNR00412,Vistara,Delhi,Bangalore,2024-05-22,28.0,Premium Economy,Personal,Website,UPI,190,677,On Time,0.0,0,No,5.0,35624.7,Satisfied
PNR00413,Akasa Air,Hyderabad,Mumbai,2025-04-16,59.0,Economy,Business,Travel Agent,Debit Card,184,846,On Time,0.0,1,No,2.0,26097.76,Dissatisfied
PNR00414,Air India,Mumbai,Bangalore,2025-05-30,48.0,Premium Economy,Personal,Airport Counter,Debit Card,229,1720,Delayed,139.0,3,No,2.0,10167.6,Dissatisfied
PNR00415,Spicejet,Mumbai,Bangalore,2025-03-22,28.0,Economy,Business,Website,Credit Card,186,951,Delayed,121.0,3,No,2.0,16678.0,Dissatisfied
PNR00416,Akasa Air,Bangalore,Delhi,2025-10-22,38.0,Business,Personal,Mobile App,Credit Card,109,777,Delayed,47.0,1,No,4.0,54354.42,Satisfied
PNR00417,Akasa Air,Kolkata,Delhi,2025-10-18,23.0,Economy,Business,Travel Agent,Credit Card,110,541,On Time,0.0,0,Yes,1.0,16447.36,Dissatisfied
PNR00418,Air India Express,Delhi,Kolkata,2024-10-24,49.0,Premium Economy,Business,Airport Counter,Credit Card,86,409,On Time,0.0,1,Yes,5.0,31043.95,Satisfied
PNR00419,Air India,Delhi,Bangalore,2025-06-13,19.0,Economy,Personal,Airport Counter,Credit Card,234,1228,On Time,0.0,1,Yes,5.0,31256.26,Satisfied
PNR00420,Spicejet,Kolkata,Delhi,2025-03-11,40.0,Business,Personal,Mobile App,Credit Card,236,438,Delayed,77.0,1,No,5.0,21467.58,Satisfied
PNR00421,Indigo,Mumbai,Hyderabad,2024-05-19,33.0,Economy,Business,Airport Counter,Credit Card,83,845,On Time,0.0,1,Yes,5.0,9660.37,Satisfied
PNR00422,Vistara,Kolkata,Delhi,2024-04-17,29.0,Economy,Personal,Website,Credit Card,215,893,On Time,0.0,1,No,4.0,28566.24,Satisfied
PNR00423,Spicejet,Delhi,Bangalore,2024-11-25,28.0,Economy,Business,Travel Agent,Net Banking,111,1144,Delayed,49.0,3,No,4.0,27084.66,Satisfied
PNR00424,Air India,Bangalore,Mumbai,2025-09-11,28.0,Economy,Business,Mobile App,Credit Card,85,1256,On Time,0.0,2,Yes,3.0,9114.88,Neutral
PNR00425,Spicejet,Bangalore,Mumbai,2024-12-01,57.0,Economy,Business,Mobile App,Net Banking,218,1120,Delayed,18.0,3,Yes,4.0,15109.11,Satisfied
PNR00426,Vistara,Delhi,Bangalore,2024-08-13,51.0,Business,Personal,Mobile App,Debit Card,136,914,On Time,0.0,0,Yes,1.0,49271.0,Dissatisfied
PNR00427,Vistara,Kolkata,Delhi,2025-01-11,60.0,Economy,Business,Website,Debit Card,202,977,On Time,0.0,3,No,4.0,34240.07,Satisfied
PNR00428,Air India Express,Delhi,Mumbai,2024-04-10,53.0,Business,Personal,Mobile App,Credit Card,68,872,On Time,0.0,0,No,5.0,40080.37,Satisfied
PNR00429,Spicejet,Delhi,Mumbai,2024-01-28,32.0,Economy,Business,Mobile App,UPI,229,1659,On Time,0.0,0,Yes,3.0,30631.06,Neutral
PNR00430,Akasa Air,Kolkata,Delhi,2024-03-30,56.0,Premium Economy,Business,Travel Agent,Credit Card,108,1769,On Time,0.0,2,Yes,3.0,23065.09,Neutral
PNR00431,Air India,Kolkata,Delhi,2025-11-27,33.0,Business,Business,Mobile App,Net Banking,170,1784,On Time,0.0,2,No,2.0,54983.14,Dissatisfied
PNR00432,Air India Express,Mumbai,Delhi,2024-11-06,29.0,Business,Business,Travel Agent,Credit Card,115,1007,On Time,0.0,2,No,5.0,27999.27,Satisfied
PNR00433,Air India,Delhi,Mumbai,2024-11-28,54.0,Economy,Business,Mobile App,Net Banking,206,713,Delayed,118.0,3,Yes,4.0,4947.3,Satisfied
PNR00434,Vistara,Delhi,Mumbai,2024-11-20,19.0,Economy,Business,Website,Debit Card,114,1077,On Time,0.0,1,Yes,3.0,19450.41,Neutral
PNR00435,Air India,Mumbai,Delhi,2024-03-18,56.0,Economy,Business,Travel Agent,Credit Card,144,1353,On Time,0.0,3,No,3.0,3380.97,Neutral
PNR00436,Air India Express,Delhi,Mumbai,2025-10-14,50.0,Business,Business,Mobile App,Debit Card,137,1315,On Time,0.0,2,No,1.0,50433.61,Dissatisfied
PNR00437,Vistara,Delhi,Bangalore,2024-05-06,45.0,Economy,Business,Website,Net Banking,139,1561,On Time,0.0,0,No,1.0,11567.77,Dissatisfied
PNR00438,Air India,Mumbai,Delhi,2025-01-21,62.0,Economy,Business,Travel Agent,Credit Card,229,576,On Time,0.0,2,Yes,4.0,5326.43,Satisfied
PNR00439,Spicejet,Hyderabad,Mumbai,2024-07-16,65.0,Economy,Personal,Website,Debit Card,174,672,Delayed,144.0,1,Yes,2.0,33127.07,Dissatisfied
PNR00440,Air India,Mumbai,Delhi,2024-09-14,44.0,Premium Economy,Personal,Airport Counter,Credit Card,122,873,Cancelled,,2,No,4.0,6782.17,Satisfied
PNR00442,Air India,Hyderabad,Mumbai,2025-09-02,28.0,Business,Business,Website,Net Banking,82,508,On Time,0.0,0,No,3.0,24511.06,Neutral
PNR00443,Air India Express,Bangalore,Mumbai,2025-12-25,18.0,Economy,Business,Website,Debit Card,236,408,On Time,0.0,1,Yes,3.0,25476.08,Neutral
PNR00444,Vistara,Mumbai,Hyderabad,2024-03-22,46.0,Business,Personal,Mobile App,Net Banking,231,1121,On Time,0.0,2,No,1.0,18773.73,Dissatisfied
PNR00445,Vistara,Mumbai,Bangalore,2025-01-23,35.0,Business,Personal,Mobile App,Net Banking,201,457,On Time,0.0,1,No,3.0,17973.67,Neutral
PNR00446,Air India Express,Hyderabad,Mumbai,2024-01-01,42.0,Economy,Business,Website,Debit Card,194,1674,Delayed,112.0,1,No,4.0,34458.57,Satisfied
PNR00447,Air India Express,Mumbai,Hyderabad,2025-04-23,58.0,Economy,Personal,Website,Debit Card,178,1009,Delayed,87.0,1,No,2.0,12564.24,Dissatisfied
PNR00448,Vistara,Bangalore,Delhi,2024-03-14,39.0,Economy,Business,Mobile App,Net Banking,110,808,Delayed,147.0,2,No,4.0,9440.14,Satisfied
PNR00449,Spicejet,Kolkata,Delhi,2025-12-31,26.0,Business,Personal,Mobile App,Net Banking,80,835,On Time,0.0,3,No,3.0,20107.48,Neutral
PNR00450,Air India Express,Delhi,Kolkata,2025-04-05,57.0,Premium Economy,Business,Travel Agent,Net Banking,127,1113,On Time,0.0,0,No,1.0,33330.98,Dissatisfied
PNR00451,Indigo,Bangalore,Mumbai,2024-06-19,45.0,Economy,Personal,Travel Agent,Net Banking,81,1690,Delayed,93.0,2,No,1.0,5893.5,Dissatisfied
PNR00452,Spicejet,Hyderabad,Mumbai,2024-12-18,27.0,Economy,Personal,Website,Net Banking,116,339,On Time,0.0,2,No,5.0,21002.41,Satisfied
PNR00453,Indigo,Bangalore,Mumbai,2025-08-01,51.0,Economy,Business,Website,Net Banking,90,1560,On Time,0.0,1,Yes,1.0,20504.33,Dissatisfied
PNR00454,Air India,Bangalore,Delhi,2024-03-31,40.0,Premium Economy,Personal,Website,Net Banking,129,1489,On Time,0.0,3,No,4.0,13356.75,Satisfied
PNR00455,Indigo,Delhi,Bangalore,2024-06-14,56.0,Business,Business,Website,UPI,177,672,On Time,0.0,3,No,1.0,10538.17,Dissatisfied
PNR00456,Akasa Air,Mumbai,Bangalore,2025-10-29,51.0,Premium Economy,Business,Airport Counter,Net Banking,61,649,Delayed,54.0,3,No,3.0,15313.99,Neutral
PNR00457,Spicejet,Kolkata,Delhi,2025-03-01,24.0,Economy,Business,Travel Agent,Credit Card,106,864,Delayed,163.0,3,Yes,1.0,32801.31,Dissatisfied
PNR00458,Akasa Air,Kolkata,Delhi,2024-01-03,56.0,Business,Business,Travel Agent,UPI,123,328,On Time,0.0,2,No,2.0,8318.69,Dissatisfied
PNR00459,Vistara,Delhi,Mumbai,2025-03-22,18.0,Premium Economy,Personal,Airport Counter,Debit Card,158,1614,On Time,0.0,2,Yes,2.0,5505.3,Dissatisfied
PNR00460,Spicejet,Kolkata,Delhi,2024-09-14,22.0,Premium Economy,Personal,Website,Net Banking,221,1511,On Time,0.0,0,Yes,1.0,41260.75,Dissatisfied
PNR00461,Spicejet,Kolkata,Delhi,2024-12-11,38.0,Economy,Personal,Website,Credit Card,85,1584,On Time,0.0,2,No,3.0,5001.5,Neutral
PNR00462,Akasa Air,Bangalore,Delhi,2025-11-28,43.0,Premium Economy,Personal,Website,Credit Card,121,657,On Time,0.0,1,Yes,3.0,27610.93,Neutral
PNR00463,Spicejet,Hyderabad,Mumbai,2024-09-20,37.0,Economy,Business,Mobile App,UPI,117,1625,On Time,0.0,1,No,4.0,8617.55,Satisfied
PNR00464,Akasa Air,Delhi,Bangalore,2025-02-10,39.0,Economy,Business,Mobile App,Debit Card,228,1416,Cancelled,,0,Yes,3.0,11411.92,Neutral
PNR00465,Indigo,Mumbai,Bangalore,2024-08-07,60.0,Premium Economy,Personal,Travel Agent,Credit Card,131,1026,On Time,0.0,1,Yes,1.0,36485.4,Dissatisfied
PNR00466,Air India,Mumbai,Hyderabad,2025-03-01,27.0,Economy,Personal,Mobile App,Debit Card,239,964,Delayed,67.0,1,No,2.0,4326.95,Dissatisfied
PNR00467,Spicejet,Bangalore,Mumbai,2025-06-19,56.0,Economy,Business,Airport Counter,Net Banking,171,1535,Cancelled,,0,Yes,3.0,9576.19,Neutral
PNR00468,Air India Express,Kolkata,Delhi,2025-03-24,30.0,Business,Personal,Website,Net Banking,83,810,On Time,0.0,0,Yes,1.0,25020.49,Dissatisfied
PNR00469,Air India,Kolkata,Delhi,2024-10-25,21.0,Business,Business,Website,Debit Card,128,696,On Time,0.0,2,Yes,3.0,19649.25,Neutral
PNR00470,Air India,Kolkata,Delhi,2024-06-24,50.0,Business,Business,Airport Counter,Debit Card,138,1325,On Time,0.0,3,No,1.0,31940.0,Dissatisfied
PNR00471,Vistara,Bangalore,Delhi,2025-03-14,53.0,Premium Economy,Business,Website,UPI,139,894,Delayed,110.0,0,No,4.0,39025.52,Satisfied
PNR00472,Spicejet,Delhi,Mumbai,2025-11-11,33.0,Premium Economy,Personal,Mobile App,UPI,205,365,On Time,0.0,1,No,4.0,25210.39,Satisfied
PNR00473,Air India,Mumbai,Delhi,2025-05-28,54.0,Economy,Personal,Website,Debit Card,235,537,On Time,0.0,3,Yes,1.0,27872.73,Dissatisfied
PNR00474,Spicejet,Delhi,Mumbai,2025-01-22,33.0,Economy,Business,Website,Credit Card,199,840,On Time,0.0,3,No,1.0,33467.12,Dissatisfied
PNR00475,Indigo,Delhi,Kolkata,2024-04-09,50.0,Economy,Business,Website,Credit Card,205,308,On Time,0.0,3,No,5.0,12235.58,Satisfied
PNR00476,Indigo,Delhi,Kolkata,2024-08-18,61.0,Business,Personal,Website,Debit Card,134,1593,On Time,0.0,1,No,4.0,52451.1,Satisfied
PNR00477,Air India,Delhi,Kolkata,2025-04-05,55.0,Premium Economy,Business,Website,Debit Card,178,1785,Delayed,127.0,0,No,1.0,5408.73,Dissatisfied
PNR00478,Air India,Mumbai,Bangalore,2024-04-23,47.0,Economy,Business,Website,Debit Card,88,942,Cancelled,,1,No,3.0,7912.5,Neutral
PNR00479,Air India Express,Mumbai,Bangalore,2025-01-27,40.0,Economy,Personal,Travel Agent,UPI,189,1768,Delayed,86.0,1,No,2.0,25528.97,Dissatisfied
PNR00480,Vistara,Delhi,Kolkata,2024-10-12,51.0,Economy,Business,Website,Credit Card,130,1777,Delayed,62.0,1,No,2.0,31458.2,Dissatisfied
PNR00481,Air India Express,Mumbai,Delhi,2025-03-25,53.0,Economy,Business,Website,Debit Card,70,1677,On Time,0.0,0,Yes,2.0,13721.1,Dissatisfied
PNR00482,Spicejet,Hyderabad,Mumbai,2024-11-24,51.0,Premium Economy,Personal,Website,Net Banking,174,1599,On Time,0.0,2,No,2.0,19976.42,Dissatisfied
PNR00483,Vistara,Delhi,Mumbai,2025-02-16,59.0,Economy,Personal,Website,Net Banking,226,468,Delayed,35.0,3,Yes,5.0,16805.86,Satisfied
PNR00484,Spicejet,Delhi,Bangalore,2024-05-12,43.0,Business,Personal,Mobile App,UPI,81,1274,Delayed,126.0,1,No,5.0,62745.24,Satisfied
PNR00485,Indigo,Mumbai,Delhi,2025-01-03,55.0,Business,Business,Mobile App,Credit Card,193,857,On Time,0.0,1,Yes,5.0,19144.91,Satisfied
PNR00486,Akasa Air,Bangalore,Delhi,2025-06-21,23.0,Economy,Personal,Mobile App,Net Banking,226,1422,On Time,0.0,0,No,2.0,27784.51,Dissatisfied
PNR00487,Vistara,Delhi,Kolkata,2024-02-21,32.0,Business,Personal,Mobile App,Debit Card,189,1220,On Time,0.0,1,No,1.0,46321.56,Dissatisfied
